# ts wx wy wz ax ay az
1560738505.003178596497 0.335917103249 0.117463600413 -0.561577402723 -0.111125160333 1.137928895166 -10.346986477123
1560738505.013178586960 0.223701915582 0.186900127430 -0.595335169775 -0.222639999805 1.854949300976 -10.029001154139
1560738505.023178577423 0.241640776348 0.189333635798 -0.622432434498 0.187917566625 2.144495695162 -10.145109326398
1560738505.033178567886 0.319023048665 0.178141037066 -0.631837891080 -0.111103116243 1.774428579463 -10.204061000804
1560738505.043178558350 0.389612291200 0.136398593214 -0.642021677605 0.439698877425 2.103683392794 -9.704036997278
1560738505.053178548813 0.425255407305 0.058328378318 -0.684582432537 0.426306336858 1.571260138889 -10.001166100320
1560738505.063178539276 0.449005180805 0.008687180807 -0.715221352030 -0.264299780890 2.196772731358 -10.443457511612
1560738505.073178529739 0.483857088548 -0.039309699973 -0.759655701853 0.183170743570 1.586879176113 -10.078446199242
1560738505.083178520203 0.470730014201 -0.089992821309 -0.804988400124 0.126519088943 1.442758748720 -9.696797067745
1560738505.093178510666 0.441152803190 -0.118130072295 -0.836133552729 -0.194426871551 2.070282744994 -10.085887498779
1560738505.103178501129 0.423842471428 -0.122627977863 -0.861747393216 0.205359712832 1.291560878423 -9.587623370473
1560738505.113178491592 0.347715776714 -0.109042375519 -0.873870988646 0.387039734605 1.952566774814 -9.632351197512
1560738505.123178482056 0.323110190100 -0.087930242638 -0.904500317897 -0.204197659340 1.634090570767 -10.341641042957
1560738505.133178472519 0.293359537555 -0.034124057276 -0.923335174779 -0.004183919647 1.445220730127 -10.124674860270
1560738505.143178462982 0.242737106202 0.018496549581 -0.952115261203 -0.067948306120 1.933501140505 -10.008192462111
1560738505.153178453445 0.218277133528 0.045283135067 -0.986559760143 -0.512098895063 0.837707077647 -10.480858578083
1560738505.163178443909 0.171492942769 0.109202057352 -1.005117028888 0.023098036290 2.006357137465 -9.741143927198
1560738505.173178434372 0.170858530417 0.083168365114 -1.020613196755 0.484527580073 1.523786829506 -9.884032485613
1560738505.183178424835 0.146990563114 0.089078890923 -1.034434941373 -0.153958935754 1.819145377945 -10.367959081577
1560738505.193178415298 0.139105217044 0.083226489151 -1.077191169251 -0.131483201760 1.799606932870 -10.164311196389
1560738505.203178405762 0.104227776824 0.055249519980 -1.125685552590 0.357508003808 1.377379285528 -9.811855749589
1560738505.213178396225 0.051573972704 0.059040307120 -1.144887477382 -0.351870295324 1.652489358650 -9.982302128571
1560738505.223178386688 0.022041206615 0.056584046309 -1.174306430325 0.051884680889 1.510707193428 -9.887529315418
1560738505.233178377151 -0.017342010674 0.043818368407 -1.183311266554 0.361589182847 1.717487519634 -9.577211719168
1560738505.243178367615 0.001054051202 0.021024634022 -1.192529777365 0.041958557602 1.681318055527 -10.192847831945
1560738505.253178358078 0.031159979435 0.002309544715 -1.211741231544 -0.188804706641 1.799629002195 -10.640448764544
1560738505.263178348541 0.051312882233 0.006797021276 -1.227188768881 -0.251186456745 1.312857515231 -10.270949269182
1560738505.273178339005 0.002351735038 -0.011992634487 -1.257685299448 -0.048378907343 1.627154340461 -9.980374239064
1560738505.283178329468 -0.016618864416 -0.015693476028 -1.274949535289 -0.280739144051 1.448265157700 -10.015262248179
1560738505.293178319931 -0.059516268249 -0.018945372036 -1.288047611952 -0.116683128450 1.453657794859 -10.064147363571
1560738505.303178310394 -0.086771880290 -0.015713597872 -1.277901464083 0.259329226649 1.883358395774 -9.574728889642
1560738505.313178300858 -0.086063798574 -0.049747646284 -1.296617281906 0.077459655060 1.342122433685 -9.954171181673
1560738505.323178291321 -0.064539971132 -0.062314447154 -1.309939784647 -0.022504367703 2.091804278199 -10.639680997320
1560738505.333178281784 0.020417615605 -0.055700842093 -1.288842831739 -0.289422171937 1.614230307506 -10.316832725584
1560738505.343178272247 0.087768843080 -0.065713521334 -1.307017725870 -0.068011991698 1.882380758899 -9.944756716964
1560738505.353178262711 0.158303667981 -0.072492360499 -1.321176302575 -0.177981932063 1.205024828125 -9.855768861086
1560738505.363178253174 0.192205173126 -0.075411743594 -1.321555996449 0.016143565153 1.974220909168 -10.079717159743
1560738505.373178243637 0.255812409368 -0.068241489820 -1.324934309212 -0.216556170962 1.568684335774 -9.767596705964
1560738505.383178234100 0.260448686278 -0.082215437139 -1.338964310573 0.436184554656 1.526789694286 -9.672297321235
1560738505.393178224564 0.303620350054 -0.055260023664 -1.326047915341 -0.303374098045 1.560645729508 -10.332596390475
1560738505.403178215027 0.313760279494 -0.017156720564 -1.332782683362 -0.375338481455 1.465323670580 -10.466545062141
1560738505.413178205490 0.304982766760 0.028513577038 -1.335102970156 -0.273263823463 1.512977765394 -9.875944203278
1560738505.423178195953 0.270806179186 0.055202813372 -1.339988715548 -0.152162868434 1.053107246640 -9.934991263357
1560738505.433178186417 0.230582990427 0.086574446254 -1.332719312589 -0.433174102289 1.667484220495 -10.213667151263
1560738505.443178176880 0.237045200672 0.093148991511 -1.329698468721 -0.181287275764 1.517365627279 -9.880150485441
1560738505.453178167343 0.217176502127 0.065267509352 -1.330567037111 0.177369469567 1.069034718508 -9.740121713427
1560738505.463178157806 0.190036544201 0.030731815253 -1.328695008614 -0.128672939905 1.828050177662 -10.339187609713
1560738505.473178148270 0.247341773891 -0.005713250729 -1.337019938437 -0.315919607782 1.905648807081 -10.536264649590
1560738505.483178138733 0.297581345216 -0.050132342151 -1.317843138514 0.074331120735 1.075147767723 -9.947780560024
1560738505.493178129196 0.300303290834 -0.098021171922 -1.309298890014 -0.055710997284 1.858506758548 -10.240923042941
1560738505.503178119659 0.376050603740 -0.130281273059 -1.320454416213 -0.253994641580 1.291620610995 -10.549451117720
1560738505.513178110123 0.431021797202 -0.141435758898 -1.300700846409 -0.255050982255 2.027119281387 -10.702729316235
1560738505.523178100586 0.545969054315 -0.125460373155 -1.277237068754 -0.470508356674 1.594198811714 -10.028830037911
1560738505.533178091049 0.612620572225 -0.114504666259 -1.289499376997 -0.128195732855 1.307059768669 -10.187858942689
1560738505.543178081512 0.636508537751 -0.087618857196 -1.285620897612 -0.476057298328 1.425005450882 -10.366779644345
1560738505.553178071976 0.620255578977 -0.053552617933 -1.281296807365 -0.431907601459 1.537306688134 -10.221289811734
1560738505.563178062439 0.626046522285 -0.028331698662 -1.278437325132 -0.179403685981 1.366132468365 -9.904632689594
1560738505.573178052902 0.588695372151 -0.006096016682 -1.269243903635 -0.183285771040 0.846167663142 -9.818478615060
1560738505.583178043365 0.531881214190 0.014165654751 -1.263755511885 -0.284643163209 1.795627636268 -10.607271335336
1560738505.593178033829 0.524563750142 0.060691136791 -1.250926276561 -0.198134009951 1.141345142474 -9.918036352144
1560738505.603178024292 0.468472910719 0.054024818213 -1.243709143611 0.023755856044 1.372601552095 -10.329998843376
1560738505.613178014755 0.435279450102 0.073185604488 -1.245192871899 -0.622181179034 1.505217728751 -10.811651051380
1560738505.623178005219 0.420389698195 0.090515825232 -1.241255697574 -0.435141375985 1.189666902436 -10.158789392481
1560738505.633177995682 0.326054106187 0.069514597716 -1.248301716475 -0.074665224752 1.259088065771 -10.179067667271
1560738505.643177986145 0.235893730260 0.066262394990 -1.242402097846 -0.512828814270 0.950022361612 -10.403975411565
1560738505.653177976608 0.122630130674 0.051713666995 -1.253697511999 -0.226247761540 1.544901986371 -10.555014115270
1560738505.663177967072 0.095006512874 0.027098035847 -1.240270096794 -0.182563043400 1.194650914308 -10.002412711076
1560738505.673177957535 0.062995359560 -0.025904839088 -1.226906285711 -0.103432810202 1.239250579517 -10.364242886844
1560738505.683177947998 0.108319999040 -0.049046468520 -1.218062811865 -0.459113593336 1.629136584531 -10.740348877242
1560738505.693177938461 0.172764280967 -0.077197522549 -1.204258589349 -0.153488029668 1.586802530309 -10.348707285697
1560738505.703177928925 0.293424615836 -0.115081576937 -1.189938371667 -0.076121461129 1.524053101736 -10.411069578805
1560738505.713177919388 0.434619273610 -0.138550678143 -1.162877441372 -0.072015555091 1.465577864496 -10.151469824379
1560738505.723177909851 0.623992443569 -0.141247871915 -1.156220522937 -0.244616855570 1.831331053650 -10.929483669324
1560738505.733177900314 0.784081796320 -0.111022925615 -1.147504667013 -0.512451525300 1.630845098737 -10.629581281884
1560738505.743177890778 0.878088607295 -0.077085124383 -1.149604419607 -0.312717383961 1.464064483249 -9.896952248526
1560738505.753177881241 0.911073673252 -0.048117747194 -1.174170962156 -0.183568808947 0.919610826817 -10.268637043530
1560738505.763177871704 0.868780041908 0.015344516003 -1.186022484690 -0.540289909066 1.394865553671 -10.618251738225
1560738505.773177862167 0.784248240267 0.095458616170 -1.195240466399 -0.611200849389 1.042549880621 -10.262040460490
1560738505.783177852631 0.633783718987 0.157300044101 -1.219254174271 -0.067042452327 0.910323226830 -10.067445277654
1560738505.793177843094 0.478316485843 0.220198252315 -1.208194356866 -0.574572329456 1.090099917794 -10.457589087961
1560738505.803177833557 0.294204516298 0.272221775080 -1.212330417566 -0.415162838047 0.929392246170 -10.355550517369
1560738505.813177824020 0.064265107088 0.269240736582 -1.236238552505 0.109773884451 0.744727003019 -10.396044267841
1560738505.823177814484 -0.158747757558 0.248033628406 -1.243847027933 -0.300820190686 1.449387873108 -10.498725201288
1560738505.833177804947 -0.249905086235 0.208162715214 -1.252710577649 -0.331656443442 0.952347649313 -10.791068021019
1560738505.843177795410 -0.297804884138 0.135918694729 -1.244487600207 0.047705505680 1.357021479515 -10.236393665322
1560738505.853177785873 -0.231472212128 0.049274351973 -1.239960915873 -0.053556965324 1.266056889480 -10.519940746902
1560738505.863177776337 -0.146720482216 -0.033522879671 -1.252257476617 -0.201174715335 1.187518288903 -10.657680669586
1560738505.873177766800 -0.015618590134 -0.103369496765 -1.249567673177 -0.081122222399 1.844960459873 -10.976343869317
1560738505.883177757263 0.163843923535 -0.152821834054 -1.246270152782 -0.507443314249 1.597720559734 -10.910841659040
1560738505.893177747726 0.315564143888 -0.180282852403 -1.245496509704 -0.337041117071 1.463113031485 -10.171237336005
1560738505.903177738190 0.442150563643 -0.179014497258 -1.260288650248 -0.389825451245 1.117477820118 -10.421983568805
1560738505.913177728653 0.485660898908 -0.161693021789 -1.287144815158 -0.265429884354 1.194894163843 -10.120998975793
1560738505.923177719116 0.477119251124 -0.131136015205 -1.294601582960 -0.313029436542 1.140855429028 -10.094921019267
1560738505.933177709579 0.451338739729 -0.068793854107 -1.302996180155 -0.564328946610 1.175788588291 -10.516713342219
1560738505.943177700043 0.409909163923 0.009739987551 -1.305149296722 -0.440777350435 1.288043002501 -10.188077336039
1560738505.953177690506 0.301809219934 0.081141667812 -1.312719445663 -0.164571548524 0.702245420772 -9.940397254942
1560738505.963177680969 0.193410027014 0.148103307466 -1.328631382061 -0.440639613006 1.262796998156 -10.832500926128
1560738505.973177671432 0.125270326374 0.216960419643 -1.330123499705 -0.612547803187 1.031226037200 -10.519082589996
1560738505.983177661896 0.056714237595 0.237508425113 -1.321695576683 -0.032753179658 1.183457512267 -10.101652139036
1560738505.993177652359 0.046398219636 0.230296010496 -1.335690824397 -0.347169853198 1.043257861662 -10.434413528827
1560738506.003177642822 0.034099666019 0.203628234630 -1.336320082397 -0.250011782461 1.193990432458 -10.477257474808
1560738506.013177633286 0.067509143514 0.161168578127 -1.343717537733 -0.155597632018 1.714310129020 -10.665069287269
1560738506.023177623749 0.106203368683 0.112574360823 -1.361656087214 -0.383628589449 0.824366303155 -10.118193896294
